2017-18 Rank,Rank in the most recent five years,Trend,School Name,City,2017-18 Rating,Rating in the most recent five years
1/3046,n/a,n/a,Al-Risala,Mississauga,10,n/a
1/3046,n/a,n/a,Avondale Alternative,Toronto,10,n/a
1/3046,n/a,n/a,Havergal,Toronto,10,n/a
1/3046,n/a,n/a,IQRA Islamic,Mississauga,10,n/a
1/3046,n/a,n/a,Islamic Foundation,Ajax,10,n/a
1/3046,n/a,n/a,Islamic Institute of Toronto,Toronto,10,n/a
1/3046,n/a,n/a,Islamic School of Cambridge,Cambridge,10,n/a
1/3046,n/a,n/a,Khalsa Community,Brampton,10,n/a
1/3046,n/a,n/a,Khalsa School Malton,Mississauga,10,n/a
1/3046,n/a,n/a,Laggan,Dalkeith,10,n/a
1/3046,n/a,n/a,Northmount,Toronto,10,n/a
1/3046,n/a,n/a,Safa & Marwa,Mississauga,10,n/a
1/3046,n/a,n/a,Sathya Sai,Toronto,10,n/a
1/3046,n/a,n/a,St Justin Martyr,Unionville,10,n/a
1/3046,n/a,n/a,St Mildred's-Lightbourn,Oakville,10,n/a
1/3046,n/a,n/a,St Sebastian,Toronto,10,n/a
17/3046,n/a,n/a,Islamic School of Hamilton,Hamilton,9.9,n/a
17/3046,n/a,n/a,Silver Stream,Richmond Hill,9.9,n/a
19/3046,n/a,n/a,Sainte-Marguerite-Bourgeoys,Markham,9.8,n/a
19/3046,n/a,n/a,St Benedict,Unionville,9.8,n/a
21/3046,n/a,n/a,Convent Glen,Orléans,9.7,n/a
21/3046,n/a,n/a,Donald Cousens,Markham,9.7,n/a
23/3046,n/a,n/a,Nile Academy,Toronto,9.6,n/a
23/3046,n/a,n/a,Olive Grove,Mississauga,9.6,n/a
25/3046,n/a,n/a,Al-Ameen,Brampton,9.5,n/a
25/3046,n/a,n/a,Errol Village,Camlachie,9.5,n/a
25/3046,n/a,n/a,Fleming,Toronto,9.5,n/a
25/3046,n/a,n/a,Guru Tegh Bahadur,Brampton,9.5,n/a
25/3046,n/a,n/a,Lyn-Tincap,Lyn,9.5,n/a
25/3046,n/a,n/a,Stonebridge,Markham,9.5,n/a
25/3046,n/a,n/a,Whitney,Toronto,9.5,n/a
32/3046,n/a,n/a,St Rose of Lima,Mississauga,9.4,n/a
32/3046,n/a,n/a,Wali ul Asr,Brampton,9.4,n/a
34/3046,n/a,n/a,Clara Hughes,Oshawa,9.3,n/a
34/3046,n/a,n/a,Denlow,Toronto,9.3,n/a
34/3046,n/a,n/a,Fallingbrook,Whitby,9.3,n/a
34/3046,n/a,n/a,Humber Valley Village,Toronto,9.3,n/a
34/3046,n/a,n/a,ISNA Islamic,Mississauga,9.3,n/a
34/3046,n/a,n/a,John Ross Robertson,Toronto,9.3,n/a
34/3046,n/a,n/a,John XXIII,Arnprior,9.3,n/a
34/3046,n/a,n/a,Masonville,London,9.3,n/a
34/3046,n/a,n/a,St Raphaels,Burlington,9.3,n/a
43/3046,n/a,n/a,Beverly Glen,Toronto,9.2,n/a
43/3046,n/a,n/a,Islamic Foundation,Toronto,9.2,n/a
43/3046,n/a,n/a,St Ann,St Catharines,9.2,n/a
43/3046,n/a,n/a,Wali ul Asr,Caledon,9.2,n/a
47/3046,n/a,n/a,Ahlul Bayt Islamic,Ottawa,9.1,n/a
47/3046,n/a,n/a,Alexandra,Lindsay,9.1,n/a
47/3046,n/a,n/a,Arc-en-ciel,Orléans,9.1,n/a
47/3046,n/a,n/a,Blythwood,Toronto,9.1,n/a
47/3046,n/a,n/a,Elizabeth B Phin,Pickering,9.1,n/a
47/3046,n/a,n/a,North Cavan,Cavan,9.1,n/a
47/3046,n/a,n/a,Ossington/Old Orchard,Toronto,9.1,n/a
47/3046,n/a,n/a,Pine Grove,St Catharines,9.1,n/a
47/3046,n/a,n/a,St Helen,Mississauga,9.1,n/a
47/3046,n/a,n/a,St Mark,Mississauga,9.1,n/a
47/3046,n/a,n/a,Swansea,Toronto,9.1,n/a
58/3046,n/a,n/a,Coledale,Markham,9,n/a
58/3046,n/a,n/a,Holy Name of Mary,Ancaster,9,n/a
58/3046,n/a,n/a,Iroquois,Toronto,9,n/a
58/3046,n/a,n/a,John T Tuck,Burlington,9,n/a
58/3046,n/a,n/a,Sacré-Coeur,Bourget,9,n/a
58/3046,n/a,n/a,Saint-François-d'Assise,Ottawa,9,n/a
58/3046,n/a,n/a,San Lorenzo Ruiz,Markham,9,n/a
58/3046,n/a,n/a,St Matthew's,Oakville,9,n/a
58/3046,n/a,n/a,Withrow Avenue,Toronto,9,n/a
67/3046,n/a,n/a,C D Farquharson,Toronto,8.9,n/a
67/3046,n/a,n/a,Chine Drive,Toronto,8.9,n/a
67/3046,n/a,n/a,Corpus Christi,Hamilton,8.9,n/a
67/3046,n/a,n/a,David Lewis,Toronto,8.9,n/a
67/3046,n/a,n/a,E I McCulley,St Catharines,8.9,n/a
67/3046,n/a,n/a,Georges-Étienne-Cartier,Ottawa,8.9,n/a
67/3046,n/a,n/a,Glendale,Welland,8.9,n/a
67/3046,n/a,n/a,Jacob Beam,Beamsville,8.9,n/a
67/3046,n/a,n/a,Kanata,Kanata,8.9,n/a
67/3046,n/a,n/a,Merrickville,Merrickville,8.9,n/a
67/3046,n/a,n/a,Michael Cranny,Maple,8.9,n/a
67/3046,n/a,n/a,R L Beattie,Sudbury,8.9,n/a
67/3046,n/a,n/a,St Paul,Stoney Creek,8.9,n/a
67/3046,n/a,n/a,St Thomas the Apostle,Renfrew,8.9,n/a
67/3046,n/a,n/a,St. Michael's,Simcoe,8.9,n/a
67/3046,n/a,n/a,Westmount,Thorold,8.9,n/a
67/3046,n/a,n/a,William Berczy,Unionville,8.9,n/a
84/3046,n/a,n/a,Bessborough Drive,Toronto,8.8,n/a
84/3046,n/a,n/a,Cedarvale,Toronto,8.8,n/a
84/3046,n/a,n/a,Cedarwood,Markham,8.8,n/a
84/3046,n/a,n/a,Christ the King,Richmond Hill,8.8,n/a
84/3046,n/a,n/a,Downtown Alternative,Toronto,8.8,n/a
84/3046,n/a,n/a,Jack Chambers,London,8.8,n/a
84/3046,n/a,n/a,Josyf Cardinal Slipyj,Toronto,8.8,n/a
84/3046,n/a,n/a,La Source,Orléans,8.8,n/a
84/3046,n/a,n/a,Marius-Barbeau,Ottawa,8.8,n/a
84/3046,n/a,n/a,Park,Grimsby,8.8,n/a
84/3046,n/a,n/a,Pleasantville,Richmond Hill,8.8,n/a
84/3046,n/a,n/a,Port Royal,Toronto,8.8,n/a
84/3046,n/a,n/a,Renaissance,Burlington,8.8,n/a
84/3046,n/a,n/a,St Andrew's,Killaloe,8.8,n/a
84/3046,n/a,n/a,St Clement,Toronto,8.8,n/a
84/3046,n/a,n/a,St Michael's Choir,Toronto,8.8,n/a
84/3046,n/a,n/a,Summit Heights,Toronto,8.8,n/a
84/3046,n/a,n/a,Twenty Valley,Vineland,8.8,n/a
102/3046,n/a,n/a,Applewood,St Catharines,8.7,n/a
102/3046,n/a,n/a,Bayview Fairways,Thornhill,8.7,n/a
102/3046,n/a,n/a,Bellewood,Windsor,8.7,n/a
102/3046,n/a,n/a,Brookmill Boulevard,Toronto,8.7,n/a
102/3046,n/a,n/a,E J James,Oakville,8.7,n/a
102/3046,n/a,n/a,Edward Johnson,Guelph,8.7,n/a
102/3046,n/a,n/a,Island Public/Natural Science,Toronto,8.7,n/a
102/3046,n/a,n/a,John XXIII,Mississauga,8.7,n/a
102/3046,n/a,n/a,Milliken,Toronto,8.7,n/a
102/3046,n/a,n/a,Prince Philip,St Catharines,8.7,n/a
102/3046,n/a,n/a,Rosedale,Toronto,8.7,n/a
102/3046,n/a,n/a,Runnymede,Toronto,8.7,n/a
102/3046,n/a,n/a,St Bonaventure,Toronto,8.7,n/a
102/3046,n/a,n/a,St David of Wales,Mississauga,8.7,n/a
102/3046,n/a,n/a,St Gregory the Great,Woodbridge,8.7,n/a
102/3046,n/a,n/a,St Joseph,River Canard,8.7,n/a
102/3046,n/a,n/a,St Mary-St Cecilia,Morrisburg,8.7,n/a
102/3046,n/a,n/a,St Pius X,Tecumseh,8.7,n/a
102/3046,n/a,n/a,St. Anne,Burlington,8.7,n/a
102/3046,n/a,n/a,Valley View,Greenwood,8.7,n/a
102/3046,n/a,n/a,W. Erskine Johnston,Kanata,8.7,n/a
123/3046,n/a,n/a,Altona Forest,Pickering,8.6,n/a
123/3046,n/a,n/a,Bedford Park,Toronto,8.6,n/a
123/3046,n/a,n/a,Bellmere,Toronto,8.6,n/a
123/3046,n/a,n/a,Bond Lake,Richmond Hill,8.6,n/a
123/3046,n/a,n/a,Centennial Road,Toronto,8.6,n/a
123/3046,n/a,n/a,Davisville,Toronto,8.6,n/a
123/3046,n/a,n/a,Dunlace,Toronto,8.6,n/a
123/3046,n/a,n/a,Édouard-Bond,Ottawa,8.6,n/a
123/3046,n/a,n/a,Forest Hill,Toronto,8.6,n/a
123/3046,n/a,n/a,Forest Trail,Oakville,8.6,n/a
123/3046,n/a,n/a,Henderson Avenue,Thornhill,8.6,n/a
123/3046,n/a,n/a,Kanata Highlands,Kanata,8.6,n/a
123/3046,n/a,n/a,Munns,Oakville,8.6,n/a
123/3046,n/a,n/a,New Central,Oakville,8.6,n/a
123/3046,n/a,n/a,Our Lady of Perpetual Help,Toronto,8.6,n/a
123/3046,n/a,n/a,Richmond Rose,Richmond Hill,8.6,n/a
123/3046,n/a,n/a,Rockcliffe Park,Ottawa,8.6,n/a
123/3046,n/a,n/a,St John of the Cross,Mississauga,8.6,n/a
123/3046,n/a,n/a,St. Joseph,Toledo,8.6,n/a
123/3046,n/a,n/a,Stephen Leacock,Kanata,8.6,n/a
123/3046,n/a,n/a,Tecumseh,Mississauga,8.6,n/a
144/3046,n/a,n/a,A K Wigg,Fonthill,8.5,n/a
144/3046,n/a,n/a,Abraham Erb,Waterloo,8.5,n/a
144/3046,n/a,n/a,Aurora,Aurora,8.5,n/a
144/3046,n/a,n/a,Baythorn,Thornhill,8.5,n/a
144/3046,n/a,n/a,Beckett Farm,Markham,8.5,n/a
144/3046,n/a,n/a,Bialik Hebrew Day,Toronto,8.5,n/a
144/3046,n/a,n/a,Courcelette,Toronto,8.5,n/a
144/3046,n/a,n/a,Eramosa,Rockwood,8.5,n/a
144/3046,n/a,n/a,John Wanless,Toronto,8.5,n/a
144/3046,n/a,n/a,Le-Petit-Prince,Vaughan,8.5,n/a
144/3046,n/a,n/a,L'Étoile-de-l'Est,Orléans,8.5,n/a
144/3046,n/a,n/a,Mount Joy,Markham,8.5,n/a
144/3046,n/a,n/a,Notre-Dame-de-Grâce,Toronto,8.5,n/a
144/3046,n/a,n/a,Pierre Berton,Vaughan,8.5,n/a
144/3046,n/a,n/a,Pilgrim Wood,Oakville,8.5,n/a
144/3046,n/a,n/a,Pope Francis,Kleinburg,8.5,n/a
144/3046,n/a,n/a,Springbrook,Brampton,8.5,n/a
144/3046,n/a,n/a,St Augustine,Cambridge,8.5,n/a
144/3046,n/a,n/a,St Matthew,Mississauga,8.5,n/a
163/3046,n/a,n/a,Armour Heights,Toronto,8.4,n/a
163/3046,n/a,n/a,Blessed Kateri Tekakwitha,Hamilton,8.4,n/a
163/3046,n/a,n/a,Central Park,Markham,8.4,n/a
163/3046,n/a,n/a,Corpus Christi,Richmond Hill,8.4,n/a
163/3046,n/a,n/a,Earl A Fairman,Whitby,8.4,n/a
163/3046,n/a,n/a,Elmdale,Ottawa,8.4,n/a
163/3046,n/a,n/a,Gainsborough Central,St Anns,8.4,n/a
163/3046,n/a,n/a,Joshua Creek,Oakville,8.4,n/a
163/3046,n/a,n/a,Kennedy,Toronto,8.4,n/a
163/3046,n/a,n/a,MacLeod's Landing,Richmond Hill,8.4,n/a
163/3046,n/a,n/a,Our Lady of Fatima,Courtland,8.4,n/a
163/3046,n/a,n/a,Ryerson,London,8.4,n/a
163/3046,n/a,n/a,Sainte-Marguerite-d'Youville,Toronto,8.4,n/a
163/3046,n/a,n/a,Saint-Joseph d'Orléans,Orléans,8.4,n/a
163/3046,n/a,n/a,Sister Catherine Donnelly,Barrie,8.4,n/a
163/3046,n/a,n/a,Sixteenth Avenue,Richmond Hill,8.4,n/a
163/3046,n/a,n/a,St Augustines,Dundas,8.4,n/a
163/3046,n/a,n/a,St Brigid,Ayr,8.4,n/a
163/3046,n/a,n/a,St Clement,Woodbridge,8.4,n/a
163/3046,n/a,n/a,St Daniel,Ottawa,8.4,n/a
163/3046,n/a,n/a,St Demetrius,Toronto,8.4,n/a
163/3046,n/a,n/a,St Edmund,Mississauga,8.4,n/a
163/3046,n/a,n/a,St Finnan's,Alexandria,8.4,n/a
163/3046,n/a,n/a,St James,Seaforth,8.4,n/a
163/3046,n/a,n/a,St John the Baptist,Hamilton,8.4,n/a
163/3046,n/a,n/a,St Michael's,Douglas,8.4,n/a
163/3046,n/a,n/a,St Patrick,Markham,8.4,n/a
163/3046,n/a,n/a,St Paul,Whitby,8.4,n/a
163/3046,n/a,n/a,St Therese of the Child Jesus,Mississauga,8.4,n/a
163/3046,n/a,n/a,Thomas L Wells,Toronto,8.4,n/a
163/3046,n/a,n/a,William Dunbar,Pickering,8.4,n/a
194/3046,n/a,n/a,Bernard-Grandmaître,Ottawa,8.3,n/a
194/3046,n/a,n/a,Central,Grimsby,8.3,n/a
194/3046,n/a,n/a,Father Serra,Toronto,8.3,n/a
194/3046,n/a,n/a,Glen Shields,Concord,8.3,n/a
194/3046,n/a,n/a,Herbert H Carnegie,Maple,8.3,n/a
194/3046,n/a,n/a,John McCrae,Markham,8.3,n/a
194/3046,n/a,n/a,Northlea,Toronto,8.3,n/a
194/3046,n/a,n/a,Our Lady of Mount Carmel,Carlisle,8.3,n/a
194/3046,n/a,n/a,Prince of Peace,Toronto,8.3,n/a
194/3046,n/a,n/a,Rick Hansen,Aurora,8.3,n/a
194/3046,n/a,n/a,Samuel-de-Champlain,Orillia,8.3,n/a
194/3046,n/a,n/a,St Bernard of Clairvaux,Mississauga,8.3,n/a
194/3046,n/a,n/a,St Elizabeth,Cambridge,8.3,n/a
194/3046,n/a,n/a,St Henry,Toronto,8.3,n/a
194/3046,n/a,n/a,St Josaphat,Toronto,8.3,n/a
194/3046,n/a,n/a,St Joseph's,Oakville,8.3,n/a
194/3046,n/a,n/a,St Mary's,Deep River,8.3,n/a
194/3046,n/a,n/a,Stevensville,Stevensville,8.3,n/a
194/3046,n/a,n/a,Woodroffe Avenue,Ottawa,8.3,n/a
213/3046,n/a,n/a,Abraar,Ottawa,8.2,n/a
213/3046,n/a,n/a,Adrienne Clarkson,Ottawa,8.2,n/a
213/3046,n/a,n/a,Allenby,Toronto,8.2,n/a
213/3046,n/a,n/a,As-Sadiq Islamic,Thornhill,8.2,n/a
213/3046,n/a,n/a,Black Walnut,Markham,8.2,n/a
213/3046,n/a,n/a,Carleton,St Catharines,8.2,n/a
213/3046,n/a,n/a,Castlemore,Markham,8.2,n/a
213/3046,n/a,n/a,Charles R. Beaudoin,Burlington,8.2,n/a
213/3046,n/a,n/a,Churchville,Brampton,8.2,n/a
213/3046,n/a,n/a,E T Crowle,Markham,8.2,n/a
213/3046,n/a,n/a,Fairglen,Toronto,8.2,n/a
213/3046,n/a,n/a,Fessenden,Ancaster,8.2,n/a
213/3046,n/a,n/a,Georges Vanier,Kanata,8.2,n/a
213/3046,n/a,n/a,Glen Morris Central,Glen Morris,8.2,n/a
213/3046,n/a,n/a,Glynn A Green,Fonthill,8.2,n/a
213/3046,n/a,n/a,King George,Peterborough,8.2,n/a
213/3046,n/a,n/a,Knoxdale,Nepean,8.2,n/a
213/3046,n/a,n/a,Lamoureux,Ottawa,8.2,n/a
213/3046,n/a,n/a,Laurelwood,Waterloo,8.2,n/a
213/3046,n/a,n/a,Lincoln Alexander,Markham,8.2,n/a
213/3046,n/a,n/a,Oodenawi,Oakville,8.2,n/a
213/3046,n/a,n/a,Orchard Park,Burlington,8.2,n/a
213/3046,n/a,n/a,Our Lady of Sorrows,Toronto,8.2,n/a
213/3046,n/a,n/a,Parkview,Unionville,8.2,n/a
213/3046,n/a,n/a,Percy Williams,Toronto,8.2,n/a
213/3046,n/a,n/a,Post's Corners,Oakville,8.2,n/a
213/3046,n/a,n/a,Roy H Crosby,Markham,8.2,n/a
213/3046,n/a,n/a,Southwood,Windsor,8.2,n/a
213/3046,n/a,n/a,St Angela Merici,Woodbridge,8.2,n/a
213/3046,n/a,n/a,St Anne,Richmond Hill,8.2,n/a
213/3046,n/a,n/a,St John the Baptist,Belle River,8.2,n/a
213/3046,n/a,n/a,St Martin of Tours,Stoney Creek,8.2,n/a
213/3046,n/a,n/a,St Monica,Buttonville,8.2,n/a
213/3046,n/a,n/a,St Vincent de Paul,Niagara Falls,8.2,n/a
213/3046,n/a,n/a,Sts Martha & Mary,Mississauga,8.2,n/a
213/3046,n/a,n/a,Vimy Ridge,Ajax,8.2,n/a
213/3046,n/a,n/a,Woodland,St Catharines,8.2,n/a
250/3046,n/a,n/a,Agincourt,Toronto,8.1,n/a
250/3046,n/a,n/a,AI-Manarat Heights,Mississauga,8.1,n/a
250/3046,n/a,n/a,Ange-Gabriel,Mississauga,8.1,n/a
250/3046,n/a,n/a,An-Noor,Windsor,8.1,n/a
250/3046,n/a,n/a,Bayview Hill,Richmond Hill,8.1,n/a
250/3046,n/a,n/a,Blessed Kateri,London,8.1,n/a
250/3046,n/a,n/a,Connaught,Ottawa,8.1,n/a
250/3046,n/a,n/a,du Chêne,Oakville,8.1,n/a
250/3046,n/a,n/a,Gracefield,St Catharines,8.1,n/a
250/3046,n/a,n/a,Harriet Tubman,St Catharines,8.1,n/a
250/3046,n/a,n/a,Hon Earl Rowe,Bradford,8.1,n/a
250/3046,n/a,n/a,Hopewell Avenue,Ottawa,8.1,n/a
250/3046,n/a,n/a,Langton,Fenelon Falls,8.1,n/a
250/3046,n/a,n/a,Macville,Bolton,8.1,n/a
250/3046,n/a,n/a,Moraine Hills,Richmond Hill,8.1,n/a
250/3046,n/a,n/a,Mother Teresa,Russell,8.1,n/a
250/3046,n/a,n/a,North Bendale,Toronto,8.1,n/a
250/3046,n/a,n/a,Ontario Muslim Academy,Cambridge,8.1,n/a
250/3046,n/a,n/a,Oscar Peterson,Stouffville,8.1,n/a
250/3046,n/a,n/a,Our Lady of Fatima,Renfrew,8.1,n/a
250/3046,n/a,n/a,Our Lady of the Rosary,Concord,8.1,n/a
250/3046,n/a,n/a,Pope John Paul II,Richmond Hill,8.1,n/a
250/3046,n/a,n/a,Sainte-Madeleine,Toronto,8.1,n/a
250/3046,n/a,n/a,Salaheddin Islamic,Toronto,8.1,n/a
250/3046,n/a,n/a,St Charles Garnier,Richmond Hill,8.1,n/a
250/3046,n/a,n/a,St Clare,Orléans,8.1,n/a
250/3046,n/a,n/a,St Mary of the Angels,Toronto,8.1,n/a
250/3046,n/a,n/a,St Michael,Niagara-on-the-Lake,8.1,n/a
250/3046,n/a,n/a,St Richard,Mississauga,8.1,n/a
250/3046,n/a,n/a,St. Cecilia,Nepean,8.1,n/a
250/3046,n/a,n/a,Sunningdale,Oakville,8.1,n/a
250/3046,n/a,n/a,Terre-des-Jeunes,Ottawa,8.1,n/a
250/3046,n/a,n/a,The Divine Infant,Toronto,8.1,n/a
250/3046,n/a,n/a,West Preparatory,Toronto,8.1,n/a
284/3046,n/a,n/a,All Saints,Unionville,8,n/a
284/3046,n/a,n/a,Byron Southwood,London,8,n/a
284/3046,n/a,n/a,Charlton,Thornhill,8,n/a
284/3046,n/a,n/a,Dewson Street,Toronto,8,n/a
284/3046,n/a,n/a,Divine Infant,Orléans,8,n/a
284/3046,n/a,n/a,Earl Haig,Toronto,8,n/a
284/3046,n/a,n/a,Fred Varley,Markham,8,n/a
284/3046,n/a,n/a,Gandatsetiagon,Pickering,8,n/a
284/3046,n/a,n/a,Georges-Étienne-Cartier,Toronto,8,n/a
284/3046,n/a,n/a,Harry Bowes,Stouffville,8,n/a
284/3046,n/a,n/a,Hilson Avenue,Ottawa,8,n/a
284/3046,n/a,n/a,Holy Spirit,Aurora,8,n/a
284/3046,n/a,n/a,Ingleborough,Brampton,8,n/a
284/3046,n/a,n/a,Inglewood Heights,Toronto,8,n/a
284/3046,n/a,n/a,Jeanne-Lajoie,Toronto,8,n/a
284/3046,n/a,n/a,Johnsview Village,Thornhill,8,n/a
284/3046,n/a,n/a,Lakeview,Grimsby,8,n/a
284/3046,n/a,n/a,Lumen Christi,Milton,8,n/a
284/3046,n/a,n/a,MAC Maple Grove,Kitchener,8,n/a
284/3046,n/a,n/a,Maple Grove,Oakville,8,n/a
284/3046,n/a,n/a,Maplehurst,Burlington,8,n/a
284/3046,n/a,n/a,McMaster,Ottawa,8,n/a
284/3046,n/a,n/a,Mother Teresa,Oakville,8,n/a
284/3046,n/a,n/a,Mountview Alternative,Toronto,8,n/a
284/3046,n/a,n/a,Naismith Memorial,Almonte,8,n/a
284/3046,n/a,n/a,Notre-Place,Orléans,8,n/a
284/3046,n/a,n/a,Our Lady Help of Christians,Richmond Hill,8,n/a
284/3046,n/a,n/a,Our Lady of Lourdes,Kingston,8,n/a
284/3046,n/a,n/a,Our Lady of Peace,Oakville,8,n/a
284/3046,n/a,n/a,Our Lady of Providence,Brantford,8,n/a
284/3046,n/a,n/a,Palmerston Avenue,Toronto,8,n/a
284/3046,n/a,n/a,Pape Avenue,Toronto,8,n/a
284/3046,n/a,n/a,Parkland,Markham,8,n/a
284/3046,n/a,n/a,Power Glen,St Catharines,8,n/a
284/3046,n/a,n/a,Princess Elizabeth,Welland,8,n/a
284/3046,n/a,n/a,Resurrection,Brantford,8,n/a
284/3046,n/a,n/a,Rolph Road,Toronto,8,n/a
284/3046,n/a,n/a,St Alexander,Fonthill,8,n/a
284/3046,n/a,n/a,St Andrew,Nepean,8,n/a
284/3046,n/a,n/a,St Andrews,Toronto,8,n/a
284/3046,n/a,n/a,St Ann,Fenwick,8,n/a
284/3046,n/a,n/a,St Anne,Kanata,8,n/a
284/3046,n/a,n/a,St Cecilia,Maple,8,n/a
284/3046,n/a,n/a,St Clare of Assisi,Stoney Creek,8,n/a
284/3046,n/a,n/a,St Davids/Laura Secord,St Davids,8,n/a
284/3046,n/a,n/a,St Francis Xavier,Markham,8,n/a
284/3046,n/a,n/a,St Michael,Fitzroy Harbour,8,n/a
284/3046,n/a,n/a,St. James,Mississauga,8,n/a
284/3046,n/a,n/a,Waverly,Oshawa,8,n/a
284/3046,n/a,n/a,Westdale,St Catharines,8,n/a
334/3046,n/a,n/a,Alvin Curling,Toronto,7.9,n/a
334/3046,n/a,n/a,Beaverton,Beaverton,7.9,n/a
334/3046,n/a,n/a,Bridlewood,Toronto,7.9,n/a
334/3046,n/a,n/a,Buttonville,Markham,7.9,n/a
334/3046,n/a,n/a,Canadian Martyrs,Burlington,7.9,n/a
334/3046,n/a,n/a,Castor Valley,Greely,7.9,n/a
334/3046,n/a,n/a,Dalewood,St Catharines,7.9,n/a
334/3046,n/a,n/a,Duke of Cambridge,Bowmanville,7.9,n/a
334/3046,n/a,n/a,Fitch Street,Welland,7.9,n/a
334/3046,n/a,n/a,Jackman Avenue,Toronto,7.9,n/a
334/3046,n/a,n/a,Kettleby,Kettleby,7.9,n/a
334/3046,n/a,n/a,Khairul Ummah,Toronto,7.9,n/a
334/3046,n/a,n/a,Lackner Woods,Kitchener,7.9,n/a
334/3046,n/a,n/a,Lancaster Drive,Kingston,7.9,n/a
334/3046,n/a,n/a,Mary Phelan,Guelph,7.9,n/a
334/3046,n/a,n/a,McKay,Port Colborne,7.9,n/a
334/3046,n/a,n/a,McNaughton Ave,Chatham,7.9,n/a
334/3046,n/a,n/a,Monseigneur Jean Noël,Windsor,7.9,n/a
334/3046,n/a,n/a,Mutchmor,Ottawa,7.9,n/a
334/3046,n/a,n/a,Niagara Street,Toronto,7.9,n/a
334/3046,n/a,n/a,Norseman,Toronto,7.9,n/a
334/3046,n/a,n/a,Northumberland Hills,Castleton,7.9,n/a
334/3046,n/a,n/a,Our Lady of Good Voyage,Mississauga,7.9,n/a
334/3046,n/a,n/a,Our Lady of Grace,Kitchener,7.9,n/a
334/3046,n/a,n/a,Our Lady of Lourdes,Waterloo,7.9,n/a
334/3046,n/a,n/a,Our Lady of Victory,Milton,7.9,n/a
334/3046,n/a,n/a,Owen,Toronto,7.9,n/a
334/3046,n/a,n/a,Pape-François,Stouffville,7.9,n/a
334/3046,n/a,n/a,Park Lawn,Toronto,7.9,n/a
334/3046,n/a,n/a,Pineland,Burlington,7.9,n/a
334/3046,n/a,n/a,Quaker Road,Welland,7.9,n/a
334/3046,n/a,n/a,Redstone,Richmond Hill,7.9,n/a
334/3046,n/a,n/a,Rickson Ridge,Guelph,7.9,n/a
334/3046,n/a,n/a,Rivière Castor,Embrun,7.9,n/a
334/3046,n/a,n/a,Senator Gibson,Beamsville,7.9,n/a
334/3046,n/a,n/a,St Andrew,Woodbridge,7.9,n/a
334/3046,n/a,n/a,St Jacobs,St Jacobs,7.9,n/a
334/3046,n/a,n/a,St James,Maple,7.9,n/a
334/3046,n/a,n/a,St Jerome,Gloucester,7.9,n/a
334/3046,n/a,n/a,St John Bosco,Oshawa,7.9,n/a
334/3046,n/a,n/a,St Joseph,Markham,7.9,n/a
334/3046,n/a,n/a,St Marguerite d'Youville,Oakville,7.9,n/a
334/3046,n/a,n/a,St Mark,London,7.9,n/a
334/3046,n/a,n/a,St Mark the Evangelist,Whitby,7.9,n/a
334/3046,n/a,n/a,St Mary's,Listowel,7.9,n/a
334/3046,n/a,n/a,St Michael,Thornhill,7.9,n/a
334/3046,n/a,n/a,St. Gabriel,Kanata,7.9,n/a
334/3046,n/a,n/a,St. Rose of Lima,Nepean,7.9,n/a
334/3046,n/a,n/a,The Waterfront,Toronto,7.9,n/a
334/3046,n/a,n/a,Tom Thomson,Burlington,7.9,n/a
334/3046,n/a,n/a,Trillium,Orléans,7.9,n/a
334/3046,n/a,n/a,Trillium Woods,Richmond Hill,7.9,n/a
334/3046,n/a,n/a,Unionville Meadows,Markham,7.9,n/a
334/3046,n/a,n/a,Whitchurch Highlands,Stouffville,7.9,n/a
388/3046,n/a,n/a,A J Baker,Kintore,7.8,n/a
388/3046,n/a,n/a,Adam Beck,Toronto,7.8,n/a
388/3046,n/a,n/a,Alexander,Sudbury,7.8,n/a
388/3046,n/a,n/a,Alton Village,Burlington,7.8,n/a
388/3046,n/a,n/a,Anne Frank,Maple,7.8,n/a
388/3046,n/a,n/a,Bayview Glen,Thornhill,7.8,n/a
388/3046,n/a,n/a,Broadview,Ottawa,7.8,n/a
388/3046,n/a,n/a,Caistor Central,Caistor Centre,7.8,n/a
388/3046,n/a,n/a,Central,Guelph,7.8,n/a
388/3046,n/a,n/a,Chartland,Toronto,7.8,n/a
388/3046,n/a,n/a,Cobden,Cobden,7.8,n/a
388/3046,n/a,n/a,Frankland,Toronto,7.8,n/a
388/3046,n/a,n/a,Georges P Vanier,Chatham,7.8,n/a
388/3046,n/a,n/a,Greenbank/Epsom,Greenbank,7.8,n/a
388/3046,n/a,n/a,Highview,Aurora,7.8,n/a
388/3046,n/a,n/a,Holy Cross,LaSalle,7.8,n/a
388/3046,n/a,n/a,Holy Family,Oakville,7.8,n/a
388/3046,n/a,n/a,Hullett Central,Londesboro,7.8,n/a
388/3046,n/a,n/a,James W. Hill,Oakville,7.8,n/a
388/3046,n/a,n/a,John English,Toronto,7.8,n/a
388/3046,n/a,n/a,Kettle Lakes,Richmond Hill,7.8,n/a
388/3046,n/a,n/a,Lambton Kingsway,Toronto,7.8,n/a
388/3046,n/a,n/a,Le Prélude,Orléans,7.8,n/a
388/3046,n/a,n/a,Mackenzie Glen,Maple,7.8,n/a
388/3046,n/a,n/a,Madeleine-de-Roybon,Kingston,7.8,n/a
